,id,avg,date,dateStandard,value,unit,directions,address,coordinates,date_modified,acronimo_short
0,CT0VTH0034,1h,202203081600000000,UTC,954,Veículos,"{'from-to': {'direction': 'Saldanha - Marques de Pombal', 'P': 102, 'M': 130, 'L': 260, 'total': 492}, 'to-from': {'direction': 'Marques de Pombal - Saldanha', 'P': 39, 'M': 49, 'L': 374, 'total': 462}}",Avenida da Républica,"{'x': -88039.8519, 'y': -103019.5149, 'z': 0, 'lat': 38.73593143, 'lng': -9.145660419}",2022-03-08 16:00:00,CT0V
1,CT0VTH0069,1h,202203082100000000,UTC,1897,Veículos,"{'from-to': {'direction': 'Odivelas - Lumiar', 'P': 23, 'M': 87, 'L': 1024, 'total': 1134}, 'to-from': {'direction': 'Lumiar - Odivelas', 'P': 25, 'M': 121, 'L': 617, 'total': 763}}",Calçada de Carriche,"{'x': -89823, 'y': -97701, 'z': 0, 'lat': 38.78365404, 'lng': -9.166856353}",2022-03-08 21:00:00,CT0V
2,CT0VTH0076,1h,202203082100000000,UTC,352,Veículos,"{'from-to': {'direction': 'Marques de Pombal - Baixa', 'P': 32, 'M': 25, 'L': 13, 'total': 70}, 'to-from': {'direction': 'Baixa - Marques de Pombal', 'P': 13, 'M': 32, 'L': 237, 'total': 282}}",Restauradores - Avenida da Liberdade,"{'x': -87781.5819006, 'y': -105178.68474, 'z': 0, 'lat': 38.71650996, 'lng': -9.142416812}",2022-03-08 21:00:00,CT0V
3,CT0VTH1027,1h,202203082100000000,UTC,2609,Veículos,"{'from-to': {'direction': 'Viaduto Eng. Duarte Pacheco - Amoreiras', 'P': 32, 'M': 54, 'L': 1379, 'total': 1465}, 'to-from': {'direction': 'Amoreiras - Viaduto Eng. Duarte Pacheco', 'P': 18, 'M': 290, 'L': 836, 'total': 1144}}",Avenida Eng. Duarte Pacheco,"{'x': -88532.0078, 'y': -104119, 'z': 0, 'lat': 38.722952, 'lng': -9.167161}",2022-03-08 21:00:00,CT0V
4,CT0VTH1079,1h,202203082100000000,UTC,1108,Veículos,"{'from-to': {'direction': 'Parque das Naçoes - Aeroporto', 'P': 15, 'M': 44, 'L': 506, 'total': 565}, 'to-from': {'direction': 'Aeroporto - Parque das Naçoes', 'P': 59, 'M': 54, 'L': 430, 'total': 543}}",Avenida de Berlim,"{'x': -84666.8, 'y': -99295.3, 'z': 0, 'lat': 38.769492, 'lng': -9.122116}",2022-03-08 21:00:00,CT0V
