,id,date,dateStandard,value,unit,address,coordinates,date_modified,acronimo_short
0,QA00NO0001,202104052300000000,UTC,62.0,µg/m3,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,QA00
1,QA0NO20001,202104052300000000,UTC,162.0,µg/m3,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,QA0N
2,QA00O30001,202104052300000000,UTC,131.0,µg/m3,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,QA00
3,QAPM250001,202104060000000000,UTC,16.0,µg/m3,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-06 00:00:00,QAPM
4,QAPM100001,202104060000000000,UTC,41.0,µg/m3,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-06 00:00:00,QAPM
5,QA0SO20001,202104060000000000,UTC,-99.0,µg/m3,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-06 00:00:00,QA0S
6,QA00CO0001,202104060000000000,UTC,60.0,µg/m3,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-06 00:00:00,QA00
7,RULAEQ0001,202104052300000000,UTC,52.0,dB(A),CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,RULA
8,ME00PA0001,202104052300000000,UTC,1012.0,Mbar,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,ME00
9,ME00HR0001,202104052300000000,UTC,70.5,%,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,ME00
10,METEMP0001,202104052300000000,UTC,15.3,ºC,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,METE
11,ME00VI0001,202104052300000000,UTC,-99.0,km/h,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,ME00
12,ME00VD0001,202104052300000000,UTC,-99.0,º,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,ME00
13,ME00PP0001,202104052300000000,UTC,-99.0,mm,CALÇADA DA AJUDA,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.7022, 'lng': -9.199598}",2021-04-05 23:00:00,ME00
14,QA00NO0002,202104052300000000,UTC,-99.0,µg/m3,RUA GONÇALO VELHO CABRAL (EMQA),"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.7055383770843, 'lng': -9.20915801980962}",2021-04-05 23:00:00,QA00
15,QA0NO20002,202104052300000000,UTC,51.0,µg/m3,RUA GONÇALO VELHO CABRAL (EMQA),"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.7055383770843, 'lng': -9.20915801980962}",2021-04-05 23:00:00,QA0N
16,QA00O30002,202104052300000000,UTC,86.0,µg/m3,RUA GONÇALO VELHO CABRAL (EMQA),"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.7055383770843, 'lng': -9.20915801980962}",2021-04-05 23:00:00,QA00
17,QAPM250002,202104060000000000,UTC,11.0,µg/m3,RUA GONÇALO VELHO CABRAL (EMQA),"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.7055383770843, 'lng': -9.20915801980962}",2021-04-06 00:00:00,QAPM
18,QAPM100002,202104060000000000,UTC,29.0,µg/m3,RUA GONÇALO VELHO CABRAL (EMQA),"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.7055383770843, 'lng': -9.20915801980962}",2021-04-06 00:00:00,QAPM
19,QA0SO20002,202104060000000000,UTC,-99.0,µg/m3,RUA GONÇALO VELHO CABRAL (EMQA),"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.7055383770843, 'lng': -9.20915801980962}",2021-04-06 00:00:00,QA0S
