,id,avg,date,dateStandard,value,unit,directions,address,coordinates,date_modified,acronimo_short
0,CT0VTH0034,1h,202203070800000000,UTC,1432,Veículos,"{'from-to': {'direction': 'Saldanha - Marques de Pombal', 'P': 177, 'M': 162, 'L': 458, 'total': 797}, 'to-from': {'direction': 'Marques de Pombal - Saldanha', 'P': 85, 'M': 43, 'L': 507, 'total': 635}}",Avenida da Républica,"{'x': -88039.8519, 'y': -103019.5149, 'z': 0, 'lat': 38.73593143, 'lng': -9.145660419}",2022-03-07 08:00:00,CT0V
1,CT0VTH0069,1h,202203070800000000,UTC,4512,Veículos,"{'from-to': {'direction': 'Odivelas - Lumiar', 'P': 107, 'M': 84, 'L': 1416, 'total': 1607}, 'to-from': {'direction': 'Lumiar - Odivelas', 'P': 160, 'M': 1065, 'L': 1680, 'total': 2905}}",Calçada de Carriche,"{'x': -89823, 'y': -97701, 'z': 0, 'lat': 38.78365404, 'lng': -9.166856353}",2022-03-07 08:00:00,CT0V
2,CT0VTH0076,1h,202203070800000000,UTC,467,Veículos,"{'from-to': {'direction': 'Marques de Pombal - Baixa', 'P': 38, 'M': 43, 'L': 28, 'total': 109}, 'to-from': {'direction': 'Baixa - Marques de Pombal', 'P': 16, 'M': 53, 'L': 289, 'total': 358}}",Restauradores - Avenida da Liberdade,"{'x': -87781.5819006, 'y': -105178.68474, 'z': 0, 'lat': 38.71650996, 'lng': -9.142416812}",2022-03-07 08:00:00,CT0V
3,CT0VTH1027,1h,202203070800000000,UTC,5069,Veículos,"{'from-to': {'direction': 'Viaduto Eng. Duarte Pacheco - Amoreiras', 'P': 281, 'M': 65, 'L': 1773, 'total': 2119}, 'to-from': {'direction': 'Amoreiras - Viaduto Eng. Duarte Pacheco', 'P': 117, 'M': 1130, 'L': 1703, 'total': 2950}}",Avenida Eng. Duarte Pacheco,"{'x': -88532.0078, 'y': -104119, 'z': 0, 'lat': 38.722952, 'lng': -9.167161}",2022-03-07 08:00:00,CT0V
4,CT0VTH1079,1h,202203070800000000,UTC,1796,Veículos,"{'from-to': {'direction': 'Parque das Naçoes - Aeroporto', 'P': 47, 'M': 129, 'L': 926, 'total': 1102}, 'to-from': {'direction': 'Aeroporto - Parque das Naçoes', 'P': 126, 'M': 76, 'L': 492, 'total': 694}}",Avenida de Berlim,"{'x': -84666.8, 'y': -99295.3, 'z': 0, 'lat': 38.769492, 'lng': -9.122116}",2022-03-07 08:00:00,CT0V
