,id,avg,date,dateStandard,value,unit,address,coordinates,date_modified,acronimo_short
0,QA00NO0001,1h,202105271900000000,UTC,35.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 19:00:00,QA00
1,QA0NO20001,1h,202105271900000000,UTC,170.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 19:00:00,QA0N
2,QA00O30001,1h,202105271900000000,UTC,175.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 19:00:00,QA00
3,QAPM250001,1h,202105272300000000,UTC,4.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 23:00:00,QAPM
4,QAPM100001,1h,202105272300000000,UTC,12.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 23:00:00,QAPM
5,QA0SO20001,1h,202105271900000000,UTC,1310.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 19:00:00,QA0S
6,QA00CO0001,1h,202105271900000000,UTC,-99.0,mg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 19:00:00,QA00
7,RULAEQ0001,1h,202105272300000000,UTC,54.0,dB(A),Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 23:00:00,RULA
8,ME00PA0001,1h,202105272300000000,UTC,1011.0,Mbar,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 23:00:00,ME00
9,ME00HR0001,1h,202105272300000000,UTC,34.1,%,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 23:00:00,ME00
10,METEMP0001,1h,202105272300000000,UTC,19.5,ºC,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 23:00:00,METE
11,ME00VI0001,1h,202105271900000000,UTC,-99.0,km/h,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-27 19:00:00,ME00
