,id,avg,date,dateStandard,value,unit,directions,address,coordinates,date_modified,acronimo_short
0,CT0VTH0034,1h,202203101600000000,UTC,896,Veículos,"{'from-to': {'direction': 'Saldanha - Marques de Pombal', 'P': 76, 'M': 87, 'L': 290, 'total': 453}, 'to-from': {'direction': 'Marques de Pombal - Saldanha', 'P': 53, 'M': 62, 'L': 328, 'total': 443}}",Avenida da Républica,"{'x': -88039.8519, 'y': -103019.5149, 'z': 0, 'lat': 38.73593143, 'lng': -9.145660419}",2022-03-10 16:00:00,CT0V
1,CT0VTH0069,1h,202203102100000000,UTC,1988,Veículos,"{'from-to': {'direction': 'Odivelas - Lumiar', 'P': 23, 'M': 95, 'L': 1005, 'total': 1123}, 'to-from': {'direction': 'Lumiar - Odivelas', 'P': 30, 'M': 118, 'L': 717, 'total': 865}}",Calçada de Carriche,"{'x': -89823, 'y': -97701, 'z': 0, 'lat': 38.78365404, 'lng': -9.166856353}",2022-03-10 21:00:00,CT0V
2,CT0VTH0076,1h,202203102100000000,UTC,414,Veículos,"{'from-to': {'direction': 'Marques de Pombal - Baixa', 'P': 28, 'M': 81, 'L': 20, 'total': 129}, 'to-from': {'direction': 'Baixa - Marques de Pombal', 'P': 17, 'M': 31, 'L': 237, 'total': 285}}",Restauradores - Avenida da Liberdade,"{'x': -87781.5819006, 'y': -105178.68474, 'z': 0, 'lat': 38.71650996, 'lng': -9.142416812}",2022-03-10 21:00:00,CT0V
3,CT0VTH1027,1h,202203102100000000,UTC,2659,Veículos,"{'from-to': {'direction': 'Viaduto Eng. Duarte Pacheco - Amoreiras', 'P': 47, 'M': 49, 'L': 1366, 'total': 1462}, 'to-from': {'direction': 'Amoreiras - Viaduto Eng. Duarte Pacheco', 'P': 29, 'M': 187, 'L': 981, 'total': 1197}}",Avenida Eng. Duarte Pacheco,"{'x': -88532.0078, 'y': -104119, 'z': 0, 'lat': 38.722952, 'lng': -9.167161}",2022-03-10 21:00:00,CT0V
4,CT0VTH1079,1h,202203102100000000,UTC,1015,Veículos,"{'from-to': {'direction': 'Parque das Naçoes - Aeroporto', 'P': 13, 'M': 51, 'L': 565, 'total': 629}, 'to-from': {'direction': 'Aeroporto - Parque das Naçoes', 'P': 56, 'M': 26, 'L': 304, 'total': 386}}",Avenida de Berlim,"{'x': -84666.8, 'y': -99295.3, 'z': 0, 'lat': 38.769492, 'lng': -9.122116}",2022-03-10 21:00:00,CT0V
