,id,avg,date,dateStandard,value,unit,directions,address,coordinates,date_modified,acronimo_short
0,CT0TMD0027,1h,202108300000000000,UTC,64,Veículos,"{'Viaduto Eng. Duarte Pacheco - Amoreiras': {'P': 0, 'M': 0, 'L': 28, 'total': 28}, 'Amoreiras - Viaduto Eng. Duarte Pacheco': {'P': 0, 'M': 11, 'L': 25, 'total': 36}}",Marquês de Pombal - Alameda Edgar Cardoso,"{'x': -88532.0078, 'y': -104119, 'z': 0, 'lat': 38.72597949, 'lng': -9.151179334}",2021-08-30 00:00:00,CT0T
1,CT0TMD0034,1h,202108292300000000,UTC,2,Veículos,"{'Marques de Pombal - Saldanha': {'P': 0, 'M': 1, 'L': 1, 'total': 2}}",Avenida da Républica,"{'x': -88039.8519, 'y': -103019.5149, 'z': 0, 'lat': 38.73593143, 'lng': -9.145660419}",2021-08-29 23:00:00,CT0T
2,CT0TMD0069,1h,202108292300000000,UTC,807,Veículos,"{'Odivelas - Lumiar': {'P': 7, 'M': 36, 'L': 437, 'total': 480}, 'Lumiar - Odivelas': {'P': 7, 'M': 45, 'L': 275, 'total': 327}}",Calçada de Carriche,"{'x': -89823, 'y': -97701, 'z': 0, 'lat': 38.78365404, 'lng': -9.166856353}",2021-08-29 23:00:00,CT0T
3,CT0TMD0079,1h,202108292300000000,UTC,515,Veículos,"{'Parque das Naçoes - Aeroporto': {'P': 1, 'M': 15, 'L': 227, 'total': 243}, 'Aeroporto - Parque das Naçoes': {'P': 16, 'M': 31, 'L': 225, 'total': 272}}",Av. Dr. Luis Gomes / Av. De Berlim,"{'x': -84666.8, 'y': -99295.3, 'z': 0, 'lat': 38.76980435, 'lng': -9.107327912}",2021-08-29 23:00:00,CT0T
4,CT0TMD0076,1h,202108292300000000,UTC,145,Veículos,"{'Marques de Pombal - Baixa': {'P': 2, 'M': 5, 'L': 2, 'total': 9}, 'Baixa - Marques de Pombal': {'P': 1, 'M': 28, 'L': 107, 'total': 136}}",Restauradores - Avenida da Liberdade,"{'x': -87781.5819006, 'y': -105178.68474, 'z': 0, 'lat': 38.71650996, 'lng': -9.142416812}",2021-08-29 23:00:00,CT0T
